ERROR,STD_SMILES
CccccC=O)NCN)=NccccOCC)C)))cc6))))))))))cc6,CC=O)ccccC)cc6
CCCCCC)C)CO)C=CCCO)CC=O)C5CC=CCCCC=O)O,CCCCC=O)CCO)C5CC
O=CO)CScnnccccccc6nCcccccc6)))))))c9n%13,CC=O)CScnnccccccc6nC)c9n%13
O=CNCccccF)cc6))))))))NCCNC=O)OCcccccc6))))))cccccc6))))))C5C9,CNCCNC=O)OCcccccc6))))))cccccc6))))))C5C9
CCCOCCN6cnc-cccncc6F)))))))cc=O)n6C,Ccccncc6F
CNC)CCCCCC6NC)C=O)ccccccccc6c%10,CC=O)ccccccccc6c%10
CCcccc[nH]c=O)sc5c9)))))))))cccn-ccccOCCO))))cn6))))))n5,CCcccc[nH]c=O)sc5c9)))))))))cccnC)n5
O=CC=CccccCl)cCl)c6)))))))SC=S)N5NS=O)=O)cccccc6,CNC
CccccC)cOCCNCCCNC=O)cccncc6)))))))CC6))))))))))c6,CCCOcccC)ccc6C
O=cccc-nccccccF)cc69)))))))))nn6CCOcccncccOCCCNCCOCC6))))))))))ccc%106,CCCCOcccccC)ccnc6c%10
[H]C[H])[H])cccC#N))ccC[H])[H])[H]))c6OcncNccccC#N))cc6)))))))ncN)c6Br,CccccC#N))cc6
COcccI)cCcccOC))cOC))cc6CC=O)OCC)C)C))))))))))))cc6OC,COCC)C)C
CCOC=O)ccnn-ccccN)cc6))))))c5CF)F)F,CC=O)ccnnC)c5CF)F)F
CCC)C)OC=O)NCCCCCCC=O)NO))))))))C=O)NCCCCC5,CNCCCCCCCC)=O)))))))CC)=O
CccccC=CSC=S)NCCCC=O)O)))))C5=O)))))))o5,CCccccC)o5
CCCNC=O)CC)O)CF)F)F))))CC)CN6C=O)ccccC#N))cc6,CC=O)ccccC#N))cc6
CcccccNC=O)cccccI)c6))))))))n6,CC=O)cccccI)c6
CncnccNCcccccc6))))))))ncCl)nc69,CCcccccc6
CCC)C)OC=O)NCCC=O)OCCCCCC6)))))))))C=O)O,CCCCCCC6
COccccC=CC=O)cccccc6O))))))))))cOC))c6,CCC=O)cccccc6O
COccOCCCNCCOCC6))))))))))ccccnc=N)nc%106)))CCN5,CNCCOCC6
COcccNC=O)C=CCNC)C)))))))cccNcccccBr)c6)))))))cC#N))cnc%106,CNcccOC))cnccC#N))cC)c6c%10
COC=O)CNC=O)ccnCCCCCBr))))))cccccc96)))))))))))CC)C,CC=O)ccnC)cccccc96
CC=O)cncccc6C=CBOCC)C)CC)C)O5,CCccccnc6CC)=O
CncccBr)sc5ccnnCccccF)cc6F))))))))c=O)c6%12,CCccccF)cc6F
C=CC=O)Ncccccc6OcncNccccNCCNC)CC6))))))cc6)))))))ncc6C,CNcccccc6C
CNC=O)C=O)NCCCCC=CCCCCCCCCCC=O)O,CCCCCCCCCCCCC)=O
CC#CC=O)NCCCncc-ccccOccF)cccc6F))))))))cc6))))))ccN)n[nH]c=O)c69)))))))))C5,CccnC)cc=O)[nH]ncN)c96
O=Ccccccc6NC=O)cccccc6C9N%17cccccc6,CNC=O)cccccc6NC=O)cccccc6C%179
CCCCOccccccC=O)C=O)NCCNC=O)cccccc6)))))))CC6))))))))c[nH]c95,CC=O)cccccc6
COcccccc6-ncSCC=O)NcnccccC)cc6s9)))))))))))))nccc6=O))SCC5,CNcnccccC)cc6s9
C=CC=O)Ncccccc6-nccccncNccccNCCNC)CC6))))))cc6)))))))nc69,CNcccccc6C
CCC=O)NCCCCC5)))))))NC=O)Cnnnc-cccccc6)OCO5))))))))n5)))))))CCCCCC6,Ccccccc6)OCO5
CS=O)=O)Ncccc-cccncNccccNCCOCC6))))))cc6)))))))n6))))))cc6,CccccC)cc6
CCC)=CCCCC)=CCOP=O)O)OP=O)O)O,CCCOP=O)O)OP=O)O)O
CCC)C)CCNC=O)CCCC=O)O))))NC=O)cccccCl)c6,CC=O)cccccCl)c6
COccccncc-cccccNCCCNCC6)))))))n6))))))n5c9,COccccnccC)n5c9
Ncccc-c[nH]ncncncNcccccCl)c6)))))))c96)))))))))cc6,Ccncncn[nH]cC)c95
COcncncc6scncNCCOCC6))))))ccc69)CCCC6,CNCCOCC6
Cl.O=CNCCNCCC6CC6)))))))))cc[nH]cccsc5c9=O,CNCCNCCC6CC6
CNC)CCCOcccccc6OCO5))))))))))ccccF)cc6,Ccccccc6OCO5
CCCCCCCCCCNC=O)C=CC=O)O)))cccccc69,CCC=O)NC)cccccc69
CCcccc=O)c-cccccc6)OCO5))))))))cC)oc6cc%10O,Ccccccc6)OCO5
NccccS=O)=O)ncccccccc69))))))CCCC6))))))))cc6.O=CO)C=O)O,CS=O)=O)ccccN)cc6
CCNCC))C=O)ccNC=O)cccco5)))))))scc5CCCC6,CCNC)CC
FCF)Occcc-cnnccnccOCccnCcccccc6)))))))nn5)))))))n96)))))))))cc6,CccnccnncC)n95
COcccccc6)NCCCNC=O)ccccOC))cCl)c6)))))))CC6)))))ccccn5-9,COcccccc6)NCCCNC)CC6)))))ccccn5-9
O=CCCC=O)NCCcccccc69))))))))))))OCCF)F,CNCCcccccc69
O=CNCCO)CCC6Ccccccc6)))))))))))))nnccCO)ccccF)cc6))))))ccccF)cc6)))))))n5,CNCCO)CCC6Ccccccc6
O=CccO)cccccc=O)oc%106)))CNCccccF)cc6)))))))CC6,CNCCccc=O)occC=O))cO)ccc%106))))))))C6
Clcccccc6NCCNcncncc6cnn5-cccccc6)))))))))))))))CC6,Ccncncc6cnn5C
CCCCCC=O)Ncccccc6))))))NccccO)cc6))))))C5=O.O,CCCCCC=O)NC)NC)C5=O
N=ccc-cccccc6))))))c-cccccc6))))))nCCcccccc6))))))))c5ncn9CCO,CCCcccccc6
Cccccc-ccccN)cNC=O)cccccc6))))))))c6))))))c6,CC=O)cccccc6
CCCCCCCF)C=CC=O)C=CC6C)C%10Cl)CO)CC%14C)C%17C=O)COC=O)CC)C)C,COCC=O)CCC)CCCCCF)C=CC=O)C=CC6C)C%10Cl)CO)CC%14%17C
ccnnncc-cccncNCCCNCCOCC6))))))))))n6))))))c5c9,CCCCNcncccC)n6
C=CC=O)NCCCOccccc[nH]c-cn[nH]cccCF)F))ccc96)))))))))cc95))))))))))C5,Ccn[nH]cccCF)F))ccc96
COcccccc6)NCCCNC=O)ccccccccc6n%10)))))))))))CC6)))))ccccn5-9,COcccccc6)NCCCNC)CC6)))))ccccn5-9
CC=O)O.FccccCCCNCC6COcccccc6)OCO5))))))))))))))))cc6,Ccccccc6)OCO5
N#CccccNC=O)Ncccc-cncNCCOCC6))))))ncNCCCC5COC7))))))))n6))))))cc6)))))))))cc6,CcncC)ncC)n6
COC=O)ccccO)cc6.COC=O)ccccO)cc6,CC=O)ccccO)cc6
NS=O)=O)ccccCCNC=O)Ncccccc6)))))))))))cc6,CNCCccccSN)=O)=O))cc6
COccccC=O)NccccCl)cCl)c6))))))))cc6N,COccccCC)=O))cc6N
O=CNCCccccs5)))))NCCOCC6)))))))))ccccCl)c[N+]=O)[O-]))c6,CC=O)ccccCl)c[N+]=O)[O-]))c6
O=CNCccccnc6))))))))NccccS=O)=O)NCCNCCF)F)F))CC7))))))))cc6,CNccccSC)=O)=O))cc6
CCNCCCCNccF)ccc=O)cC=O)O))cnCCC3)))c6c%10F)))))))))))C5,CC=O)ccnC)ccF)cC)cF)cc6c%10=O
CCOC=O)CCccccN)nc6)))))))ccnCCCCCC6))))))cn5,CC=O)CCccccN)nc6)))))))ccnC)cn5
CCCCCCO)C=CCCO)CCOCCCCCC=O)O))))))CC58,CCCCO)CCOCCCCCCC)=O))))))CC58
CCNC=O)OCC)C)C)))))cnccccF)cc6s9,COCC)C)C
CCC)CNcccncNCccsc-cccccc6))))))n5)))))))n6.Cl,CcccncC)n6
O=CNcc-cccccc6))))))ncccccn96))))))))))cccccc6,CC=O)cccccc6
CS=O)=O)Ncccc-cccncNccccCNCCOCC6)))))))cc6)))))))n6))))))cc6,CCccccC)cc6
CCCC)CN)C=O)NCCCC5P=O)Occcccc6)))))))Occcccc6,CNCCCC5P=O)Occcccc6)))))))Occcccc6
COcccncNCCNC=O)CCCCCC6)))))))CC6))))))ncN)c6cc%10OC,CC=O)CCCCCC6
CNCCCC5CCOC=O)ccccF)cc6))))))))C7.Cl,CC=O)ccccF)cc6
COCCCCCC6CC)O)CC)C)C)))))CCccccO)cc6C%10CCN%12CCCC3)))))))C%14O5,CCCCC3
CC=O)NccccC=Ccnoc-cccccc6O)))))))n5)))))))cc6,Ccccccc6O
COCCNC=O)ccccOcccCN))ccn6)))))))cc6,CNCCOC
CccNC=O)cccCN)=O))ncccF)ccc%106))))))))))))cCF)F)F))nn5CccccC#N))cc6,CC=O)cccCN)=O))ncccF)ccc%106
Ccccc-ccscncSCC=O)NC)C)))))nCcccccc6)))))))c=O)c96)))))))))cc6,CC=O)CScncsccC)c5c=O)n9C
O=S=O)Ncncncscc-ccccF)cc6))))))c95))))))))))cccccc6)OCCO6,CS=O)=O)cccccc6)OCCO6
COccccCCNC=O)cccccc6)ncn5CCOC6))))))))))))))))cc6OC,CC=O)cccccc6)ncn5CCOC6
CCC)NC=O)CNC=O)CCccccF)cc6)))))))NC=O)OCC)C)C))))))))CNCCCC3))))cccccc6%11,CNCCNC)cccccc6NC)C%11=O
CCCCNC=O)cccCF)F))on5)))))))C=O)NNCCCCNC5=O)))))))C=O)CF)Cl))))))))CC3,CC=O)cccCF)F))on5
OCcccNccccNCCcc[nH]cccccc96))))))))))))cc6)))))))ccCO))n6,CCCcc[nH]cccccc96
O=CC=Ccccccc6)CNCCcc[nH]cccccc96)))))))))))C5))))))))))NO,CCCcc[nH]cccccc96
CccccCl)cc6NCCNC=O)ccccc[N+]=O)[O-]))c6Cl))))))))CC6,CC=O)ccccc[N+]=O)[O-]))c6Cl
CCnncC=O)OCC=O)cccccc6)NC=O)CO6)))))))))))))cccccc6c%10=O,CCnncCC)=O))cccccc6c%10=O
Clcccccc6-cnnc-ccccs5)))))o5,Ccccccc6Cl
CccccNcccccC=O)NcccF)cOCCF)F)F))))cF)c6))))))))c6OCC%10CO))))))))))))nc6,CNcccF)cC)cF)c6
CCnnccc5-cccF)ccc6OccccS=O)=O)Ncnccs5)))))))cc6C#N,CccccSC)=O)=O))cc6C#N
CccccNC=O)NcnncCOccccC)cc6C)))))))))s5))))))))cc6,CNccccC)cc6
CCC)C)NCcccccc6)OCO5)))))))))C=O)C=CS=O)cccccc6,CCcccccc6)OCO5
COcccN)cCl)cc6C=O)NCCCNCCCC8C6.Cl,COcccN)cCl)cc6CC)=O
CNC)ccccN=NccccC=O)ONC=O)CCC5=O))))))))cc6))))))))cc6,CC=O)ccccN=NccccNC)C))cc6))))))))cc6
C=CCOC=O)ccCF)F)F))cccc6CF)F)F)))))))))))C=O)NCCCC)C)))C=O)NCC=O)OCC,CC=O)ccCF)F)F))cccc6CF)F)F
O=CNcncccccc6s9))))))))))ccccS=O)=O)NCCOCC6)))))))cc6,CC=O)ccccSC)=O)=O))cc6
COcccc-cccnCCCC)C=O)NO)))SC)=O)=O)))))c=O)c6))))))cF)c6,COccccC)cF)c6
COccccCl)cNcncncccOCCCNCCNC)CC6))))))))))ccOCC)C)))c%106)))))))))))n6,CCCCOcccC)ccC)ncnc6c%10
CCCOCCN6ccc=O)ncn6)NCccnccCl)c6)))))))CCF)F)F))CC6,Cccc=O)ncn6)NC)CCF)F)F))CC6
O=CccncNcccccCl)c6)))))))nc6CF)F)F))))))))NCCC4,CNCCC4
CCN)C=O)NCC)C=O)NCCcccccc6)))))))C=O)CCl.O=CO)CF)F)F,CNCCcccccc6)))))))C=O)CCl
O=ccccccc6nc-cccccc6))))))n%10-cccccc6,Ccccccc6
FccccOCCCCCCNcnccF)cn6))))))CCN6C%10))))))))))))cc6,CccccF)cc6
CNC)CCCCNCCCNC=O)ccccc-cccO)cncccc6c%10))))))))))c6)))))))CC6))))))CC6,CC=O)cccccC)c6
CCOC=O)C=CC)NCC)=CC=O)OCC))))C6cccccnonc95,CC=O)C=CC)NCC)=CCC)=O))C6cccccnonc95
CCCOccccCl)cc6)))))))C=O)OCCCCCCC7)N5C,COCCCCCCC7)N5C
CCCCCNcncNCC)C)C)))ncc6CN)=O)))))))))CC6O,CCCCCC)CO)C6
CCCCCCCC=O)NO))))C=O)NCC=O)NCCCC5CO))))))))CC)C,CCCCCCCCC)=O)))CC)=O
CCCNCC)CCN)=O)))))ccccCl)cOcccccc6)))))))c6F,CCCC)ccccCl)cC)c6F
Cl.N#CcnccNC=O)CCCC4)))NccccOCCCNCC6)))))))nc6))))))C5=S))))))cc6CF)F)F,CNC=O)CCCC4)))NC)C5=S
NcnscccccC=O)NcccccCNC=O)NcccccF)c6))))))))))c6))))))))c96,CC=O)cccccsncN)c95
CCOC=O)CNC=O)NccccBr)cc6C%10cccccc6,CCCC)=O
CC=CC=O)O)))C=CC)CCC)CCCCCOC=O)C4CO,CC=CCC)C)))CCC)CCCCCOC=O)C4CO
COcnccCCCCCCCcccccn6)NCCC6)))))))))))))))CC=O)O))))cn6,COcnccCCCCCCCcccccn6)NCCC6)))))))))))))))CCC)=O))))cn6
CS=O)=O)ccccOCccnCCF)=CCN)))))nn5)))))))cc6.Cl,CCccnC)nn5
CccC=CC=O)NccccF)cc69))))))))))[nH]cc5C=O)NCCO)CNCCOCC6)))))))))CCC7,CCCO)CC
COCCCNC=S)SSC=S)NCCCOCCOC)))C7)))))))))))CCCO7,CC=S)SSCC)=S
O=CO)CCCCCCCC=O)NC=O)N5CCCO)CCCCCC6,CCCCO)CCCCCC6
CccccCNC=O)ccc=O)[nH]ccccS=O)=O)NCCCCC6C))))))))cc%106)))))))))))))cc6,CC=O)ccc=O)[nH]ccccSC)=O)=O))cc%106
O=CCccccCl)cc6)))))))Ncccc-cnnc-cccco5)))))o5)))))cc6,CC=O)CccccCl)cc6
CCC)cccccc6S=O)=O)O))))CC)CCCCC)C=O)O))C6CC%10,CC=O)CC)CCCCC)cccS=O)=O)O))cCC)C))cc6CCC%14%10
COccccNcncN)ncCScncccn6))))))))n6)))))))cc6,CcncN)ncCScncccn6))))))))n6
Clcccc-cnnCcccccc6)))))))cc5CCNCC7))))))))))cc6,CcnnC)cc5CCNCC7
COcccncncNccccF)cCl)c6)))))))c6cc%10NC=O)CF)=CCNC)C,CNccccC)ncnc6cc%10OC
COccccCC)=NOCN)=O)))))cc6OCCCCC5,CCN)=O
CNccccC=CCCNC=O)ccF)cccc6F)))))))))C=O)O))))))cc6))))))cncccn6,CCccccC)cc6
CCC)CCCNC=O)C=O)cc[nH]cccccF)c96)))))))))))CCN6C=O)cccccc6,CC=O)C=O)cc[nH]cccccF)c96
COcccncncNcccccBr)c6)))))))c6cc%10NC=O)CCOC=O)N5,CNccccC)ncnc6cc%10OC
ccccOccccOCCCCCCN6))))))))cc6)))))))cc6,CCCCCCCN6
N#Ccnc-cccccc6F)))))))oc5NCCcccccc6,CCCcccccc6
COC=O)CCO)CO)ccOC))ccO)cc6OC9ccccOC))cc6))))))C%12cccccc6,COccccCOcccO)ccOC))c6C9O)CO)CCC)=O))C%12cccccc6))))))))))))))))))cc6
COcccccc6)COcccccc6NC=O)CCCCCCC=O)NO))))))))OCCC%18,COcccccc6)COcccccc6NC=O)CCCCCCCC)=O)))))))OCCC%18
Cnnccc5C=O)Ncccc-cccccc6OCF)F)F)))))))))cN)n6,CNccccC)cN)n6
CcccCN)=O))nn5-ccccc-cccccc6OCCF)F)F))))))))))c6,CcccCN)=O))nn5C
O=CNccnn-cccccC=O)NccnnCCCNCC6))))))c5)))))))c6))))))c5))))))Ncccccc6Cl,CNcccccc6Cl
CCC)C)OC=O)NCCNC=O)OCCcccccc6-cccccc6%13)))))))))))))))))CC5C=O)O,CCCcccccc6-cccccc6%13
O=CO)CCOCcccccCl)c6))))))CccccCl)cc6))))))NCCCC3))))C6=O,CC=O)CCOCcccccCl)c6))))))CccccCl)cc6))))))NC)C6=O
CCCCCCCCC)O))ncnccN)ncnc69,CncnccN)ncnc69
CCC)CCC=CS=O)=O)cccccc6)))))))))NC=O)ccccccccnc%106,CC=O)ccccccccnc%106
CccccC=CC=O)NCCCC=O)COccO)cccc6C9%13CCNC)C%17C8))))))))))))))))))))))cc6,CNCCCC=O)COccO)cccc6C9%13CCNC)C%17C8
NcncccC=Ccc-cccccc6))))))ncsccn85))))))))))n6,CCcccncN)n6
CCO)cccccNC=O)cnnCccccF)cc6)))))))cc5CNC=O)cccc[nH]5))))))CC6C))))))))))))c6,CC=O)cnnC)cc5CNC)CC6C
CCC)C)OC=O)NCCCOcncncc6cnn5-ccccSC)=O)=O))cc6F)))))))))))))))))CC6,Ccncncc6cnn5C
NccccCCNCCO)cccccc6)))))))))))cc6,CCCccccN)cc6
O=CNcccCl)ccc6-cncccccc6[nH]c%10=O))))))))))))))))))ccccs5,Ccncccccc6[nH]c%10=O
COcccC=CcccO)ccO)c6))))))))ccc6O,CCccccO)cOC))c6
O=CCNS=O)=O)CCCCCC6)))))))))NCCCNccc[nH+]cc6)))))))))C=O)NCCCCC6,CCCCNC))CC)=O
CCncnc-ccccOC))cc6))))))c5-ccccC=CC=O)NO)))))cc6,COccccC)cc6
O=[N+][O-])ccccCNcncNCcccccCF)F)F))c6))))))))ncnc[nH]c95)))))))))))cc6,CCcccccCF)F)F))c6
CCCccccCCCNCC)C=O)O))))C=O)NCCCC)C)))C=O)Ncccccc6))))))))))))))cc6,CCCccccCCCC)CC)=O)))))cc6
CNC)cccncscc=O)nCCCCCCC7)))))))cnc6c%139,CNC)cccncscc=O)nC)cnc6c%139
CCO)CCCCO)C=CCCO)CCO)C5CCCCCCC=O)O,CCCCO)CCO)C5CCCCCCCC)=O
NcncNcccccc6)))))))nccccBr)cc%106,CcncN)cccBr)ccc6n%10
NC=NC=O)C=Ccccc-cccccc6Cl)))))))o5))))))S5,CCccccC)o5
COcccncncNccccF)cCl)c6)))))))c6cc%10NC=O)C=CCNC)CCC3,CccccF)cCl)c6
CCCCCCCCCCCCCC=O)OCCC=O)O)))C[N+]C)C)C.[Cl-],COCCCC)=O)))C[N+]C)C)C
CCC)C)[Si]C)C)OCCOCncccNC=O)cccccc6))))))))nc6=O)))))))CC5O,CC=O)cccccc6
COcccccc6OC))))CCNCCOC))cccccc6)))))))))CC6,CCCOC))cccccc6
CS=O)=O)NCCNcccccc6)CCcccccc6)))))))CNCCC4))))CC6)))))))))C4,Ccccccc6)CCcccccc6)))))))CC)CC6
CC=O)CC)OcccN)cCl)cc6C=O)NCCNCCC6CC6,CNCCNCCC6CC6
CCC)NCCO)CCOccccc[nH]ccc95,Cccccc[nH]ccc95
NCCCcccncc6)))))))NC=O)cccBr)c-cccnc[nH]ccc95)))))))))s5,CC=O)cccBr)cC)s5
CNC=O)CNC=O)CCcccccc6F))))))))NC=O)OCC)C)C))))))))CNCCF)F)F)))cccccc6%11,CNCCNC)cccccc6NC)C%11=O
CCC=O)O))cccccc6)occccCl)cc69,CC=O)CC)cccccc6)occccCl)cc69
CcccccCNCCCOcncncc6ccn5Ccccccc6)))))))))))))))))CC6)))))))n6,CCcccccC)n6
O=CNccccO)cc6O))))))))Ncccccc6Br,CNccccO)cc6O
CC=CC=O)NccccNccccF)cCl)c6)))))))ncnc6cc%10OCCCNCCOCC6,CccccF)cCl)c6
CC#CCncNCCCCN)C6))))))cc=O)nCcccccccCl)cc6n%10)))))))))))c6=O,Cccc=O)nC)c=O)n6C
CCC)C)NCCCNC=O)cccccCF)F)F))c6,CC=O)cccccCF)F)F))c6
O=CNCcnoc-ccccccc6nn9CCnccnc5))))))))))))))))n5)))))))cccccOCF)F)F)))c6,CCCnncccccc6c9C
Cl.O=CC=Ccccccc6Cl)))))))))CCNCCCCC6,CCCC=O)CC
Cccc-ccncCC)NcncccNC=O)OCC5CC)C)))))))n6))))))))nc6))))))ccc6F,CccccF)cC)c6
CCC)OccccS=O)=O)NCCCCccnccc6%10))))))))))))cc6,CCCCCccnccc6%10
O=CNCccccCl)cc6Cl)))))))))CCCC=O)N5ccccs5,CNCccccCl)cc6Cl
CCO)Ccccccc6)OCO5))))))))NCCOCC6,CCO)CC)cccccc6)OCO5
CnccOCCO)CNCC)C)C)))))))cccccc6c%10=O,CccnC)c=O)cccccc%106
CC=CCCCC)=O))nccCC)NC=O)cccccc6))))))))CC)C)))nn5,CC=O)cccccc6
CcccBr)ccc6NC=O)CNC=O)CCC5=O,CNccccBr)cc6C
CCCOC=O)cccccc6.CCCOC=O)cccccc6,CC=O)cccccc6
COC=O)CCCNC=O)ccccCl)cS=O)=O)NCccccnc6)))))))))c6)))))))CC6,CC=O)ccccCl)cSC)=O)=O))c6
CCC)CNC=O)cnnCCCCCO)CC6)))))))cccccc96)))))))))))C=O)O,CCCCCCO)CC6
COcccccc6OC)))C=O)OC5Ncccccn6,COcccccc6OC)))C=O)OC5C
CCCO)CC)COC3CCC)C=CC=CC)COC=O)CCO)CCCC)O)COCC)=O)))C=CC%12C,CCC)COC=O)CCO)CCCC)O)CC)C=CC%12C
CCCCC)CCCCCCCC=O)C5C)CCC9%13)))))))))))CC6OCOCC=O)O))CO)CO)C6O,CCCCCCCCCCC=O)C5C)CCC9C%13C)CC%17C
O=CNCcccccOCF)F)F)))c6))))))))Ccccccc6C=O)N9CCcnccF)cn6,CC=O)Ccccccc6C=O)N9C
[H]cc[H])c[H])ccCCCC=CBr))OC6=O)))))))c[H])c[H])c[H])c6c%10[H],CCBr
CCncOcccccNCCNC)CC6))))))c6)))))))nnc5CC)NS=O)=O)ccccCl)cCl)c6,CS=O)=O)ccccCl)cCl)c6
NcncCF)F)F))ncc6nnn5CCCNCcnccs5))))))CCO6,CnnnccN)ncCF)F)F))nc69
COcccccNCCNCCCCNC=O)cccc-nccnc5)))))cc6))))))))))))CC6))))))c6,COcccccC)c6
CCC=O)Occccc[nH]ccCCNC)C))))c95,Cccccc[nH]ccCCNC)C))))c95
CCNC=O)NC=O)CCcccncN)c6)))))))C4C=O)O))))))))CCCCCCCC8,CC=O)CCCcccncN)c6)))))))C=O)N4C
CcnocC)c5-cccCO)cccccn6))))))cccccn6)))))))cncCCC3)))[nH]c5c9,CcccCO)cccccn6))))))cccccn6)))))))cncCCC3)))[nH]c5c9
O=S=O)cccccc6))))))NCCNcnc-ccccs5)))))ncccccc%106))))))))))CC6,CcncC)cccccc6n%10
CccccCNC=O)cccccc6C9C=O)NCccccnc6)))))))))))))))))))cc6,CC=O)Ccccccc6C=O)N9C
C=CC=O)Ncccccc6C=O)Ncn[nH]ccc-ccccOC))cc6))))))ccc96,CNcn[nH]cccC)ccc96
COccccC=O)Ncnnc-cccccc6))))))s5)))))))cc6,COccccCC)=O))cc6
O=S=O)NCCccccnc6))))))NCCNcccccc6))))))CC6)))))))))ccccs5,CCCC)ccccnc6
CNcncsc-cccccCC)NCC)=O))))c6))))))nc5cc9ncn5C,CNCC)cccccC)c6
COcccC#N))cc-ccnccccnc6c%10))))))))))c6,COcccC)ccC#N))c6
CNC)ccccC=O)NCCC3CCNcccccc6))))))CC6))))))))))cccccc%106,CC=O)ccccNC)C))cccccc%106
COcccccF)c6CCcccccc6))))))NCCNCC6,CNCCNCC6
CCOCCNcncSC))ncc6cnn5CCBr)cccccc6,CScncC)ccnnC)c5n9
Cl.[H]C[H])NCCCC)))C=O)cccccc6)OCO5))))))))))C[H])[H])C[H])[H])C5[H])[H],CCCCC)C=O)cccccc6)OCO5
CCC)OccccCCCCCCCC5)))))CCO)=CC=O)O6))))))))cc6F,CccccCCCCCCCC5)))))CCO)=CC=O)O6))))))))cc6F
CCCCNcccccc6))))))S=O)=O)ccccO)cc6,CS=O)=O)ccccO)cc6
OCcccNCCcccNCCcc[nH]cccccc96))))))))))))ccc69)))))))))ccn6,CCCcc[nH]cccccc96
CccccC)cCncCNC)Ccccccc6)))))))))ncc5c=O)nC)c=O)n6C)))))))))))c6,CCcnccc=O)nC)c=O)n6C)))))n5C
CNC)ccccC=CC=O)Ncccccc69))))))))))cc6,CCC=O)Ncccccc69
C=CC=O)NCccoc-ccN)ncnc6NccccOCcccccF)c6))))))))cCl)c6)))))))))))))n5,CCcccccF)c6
O=ccccc[nH]6)CCCC6NCCCCCCCCCCNCCCCc[nH]c=O)ccc6%10,CCCCCc[nH]c=O)ccc6%10
O=CNcnccs5))))))ccCCl)Cl))[nH]ccCF)F)F))cccc6c%10=O,CNcnccs5
O=coccCNCCCCC6)))))))cO)ccc6cc%10-cncccccc6s9,CCccO)cccccC)c=O)oc%106
CccF)ccC=O)NCCC3)))))cc6-cccncCC)CC3)))nnc5c9,CC=O)cccC)cC)cF)c6
CCC)=CCNCCCC)cccO)ccc6CC%12C%10C,CCCNCCCC)cccO)ccc6CC%12C%10C
CCNcnocc-cccccNCCOCC6C)))))))nncc6c%10))))))))))cC)ccc96,CCNcnoccC)cC)ccc96
COccccC=O)NC=O)Ncccccc6)NC=O)C5=Ccccc[nH]5))))))))))))))))))cc6,CNcccccc6)NC=O)C5C
NC=NC=O)C=Ccccc-ccccSN)=O)=O))cc6))))))o5))))))S5,CCSCN)=NC5=O
C=CCCC=O)NCCCNccccNCCOCC6))))))cF)c6))))))C=O)O5,CNCCCNC)C=O)O5
CCNC=O)ccF)cccc6-cccccc6))))))))))))))BO)O,Ccccccc6
CNC)CCcc[nH]ccccNS=O)=O)ccCl)ncsccn85))))))))))cc96,Ccccc[nH]ccCCNC)C))))c5c9
COCCCCCC6=CC=O)OCcccccc6)))))))))NC=O)CCC)O))C74,CCcccccc6
COccccNCCNC=O)ccccNS=O)=O)ccccF)cF)c6))))))))cc6)))))))CC6))))))cc6,CNccccCC)=O))cc6
CCOC=O)OCC=O)COC=O)CC))))))CCCCCCC=CC=O)C=CC6C)C%10CO)CC%14%17C,COCC=O)CC)CCCCCCC=CC=O)C=CC6C)C%10CO)CC%14%17C
CCC)C)NCCO)COccccc[nH]ccCCN)=O)))c95,Cccccc[nH]ccCCN)=O)))c95
O=CO)CNC=O)cccccc6I,CO
CC=O)ccC)ccncNccccNCCNCC6))))))cc6)))))))nc6nCCCCC5)))))c%10=O,CC=O)ccC)ccncC)nc6nC)c%10=O
CccnCCCO)CCOCcccccc6))))))cccccc6))))))cccccc6)))))))))O5)))))c=O)[nH]c6=O,CCcccccc6))))))cccccc6))))))cccccc6
C=CCncSCC=O)NCCCCCC6))))))))))ncscc-ccccF)cc6))))))c5c9=O,CC=O)CScncsccC)c5c=O)n9C
CCC)CCNC=O)CScnccc=O)[nH]6))CCC5,CC=O)CScnccc=O)[nH]6))CCC5
Occcc-cncccCl)ccc6s9)))))))))cc6O,CccccO)cO)c6
COcccccc6C=O)NccccC=O)Ncccccc6C=O)O))))))))))cc6,CNccccCC)=O))cc6
COCCCO))OCncccccc6cccccccccc6[nH]c9c%13%20))))))))))C=O)NC)C5=O))))))))))))))CO)C6O,CNC=O)ccccccccc6nC)c9c[nH]cccccc6c%209))))))))))))))))))C5=O
O=S=O)Ncccccc6)CCC5)))))))))cccccc6,Ccccccc6)CCC5
CcccccNC=O)CCCCC=O)NO)))))))))c6,CNcccccC)c6
CCOccccNC=O)cccnc-cccco5)))))ccCF)F)F))n6n9)))))))))))cc6,CC=O)cccncC)ccCF)F)F))n6n9
O=Ccccccc6))))))cccccOCCO)CNCCCNCcccccc6C9=O))))))))))CC6))))))))))c6,CcccccC=O)cccccc6)))))))c6
O=CNCCNCCCC5))))))))cccNCCNCCOCC6)))))))))nccccCl)cc%106,CCCNcccCC)=O))cccCl)ccc6n%10
CCCnnncNC=O)cccccOCcccccc6))))))))c6))))))))n5,CCCnnncNC))n5
COccccccc-ccscC)n5)))))c=O)oc%106,CccscC)n5
